,0
action_repeat,0.8542182668694565
delta_radius,0.08413190325579135
delta_x,0.058327229004574516
delta_y,0.0033226008701775244
w_dose,1.3543674444037628e-32
w_cell,1.2146411555843232e-32
w_smooth,8.948378700011036e-33
