step,train_return,train_std,test_return,test_std
715,,,,
754,,,,
819,-67.5101327560842,2.447196543430808,,
858,-68.69810010213405,2.953874986771937,,
1001,-68.98756104409695,2.70470931851645,,
1053,-39.47971608099313,48.86223114933632,,
1521,-41.69882720160032,47.7598007037934,,
1651,-42.94966267033791,46.37710904702436,,
1781,-44.604041874728864,45.359271782249024,,
1794,-44.370625624077064,44.014861127728956,,
1898,-40.13350830821663,46.20480009033753,,
2041,-41.72296009423046,45.47522055857303,,
2093,-43.23256511813524,44.8095429550904,,
2145,-35.31557510448329,48.08712472845835,,
2483,-36.62486208877763,47.65813903159955,,
2724,-37.87924019060093,47.251073659032464,,
2823,-36.09752289480269,47.3768087999923,,
2833,-35.98637745037267,46.58434849088302,,
2842,-36.87365623267514,46.08379496599313,,
2898,-33.91953463793379,48.24812840730311,,
2983,-27.40441989102736,60.130151043372784,,
2995,-28.645629319060177,59.66684744964566,,
3010,-29.583839554258986,59.06219361843669,,
3026,-25.03953612462292,62.62912029738789,,
3039,,,,
3053,,,-22.558281757247943,34.21523515568086
3083,,,-25.956194018246606,30.21008375971903
3087,,,-25.728842510282995,27.02454594342123
3127,,,-29.03626124933362,25.754614404358435
3169,,,-33.53477803245187,26.26714519024799
3204,,,-34.02300788392313,24.60459572122545
3228,,,-35.25716308794088,23.45860433877102
3264,,,-29.51950208177247,35.90334123458891
3277,,,-31.84699895191723,35.42455541640707
3550,-25.986721736101753,62.12355273336496,,
3615,-27.112482962859424,61.77296492994156,,
3836,-21.404650410018455,71.13928523657223,,
3862,-22.55890614942439,70.70404369313971,,
3875,-23.54627088495644,70.19520628916003,,
4005,-24.537454369293602,69.72157132931167,,
4018,-25.259636711209644,69.12952412613527,,
4083,-26.267654055652105,68.7310201015943,,
4122,-25.550323625746994,68.1888692717846,,
4200,-25.675920105968693,67.49508710923574,,
4278,-26.3842801005597,66.99964032108716,,
4369,-24.35701098999183,66.65606155632759,,
4486,-24.276239062009264,66.60038638269067,,
4538,-24.133781773729133,66.50967660616833,,
4668,-24.40711325375538,66.66063928790109,,
4759,-26.370397651634995,66.4424758649438,,
4850,-26.295801221273724,66.39728780514388,,
4980,-26.34060491861019,66.42557132816398,,
5032,-26.423442689601217,66.47685692219343,,
5045,-28.957672292936476,65.70185349376654,,
5084,-29.160778294552003,65.81015319481202,,
5149,-28.64262644455943,66.59949574325864,,
5409,-28.62702711352322,66.58976939444136,,
5421,,,,
5481,-26.095817408284056,67.38237885519872,,
5589,-23.967979762900505,68.55919916360118,,
5633,-25.79534332538373,68.26283306853307,,
5663,-25.834333492763108,68.28881268946496,,
5772,-25.78621038457728,68.25716313143478,,
5780,,,,
5796,-27.3925508907286,67.5063152231843,,
5908,-28.34933615128277,66.93700754247608,,
5932,-27.640203344102485,66.76949723749203,,
5937,-26.090861886169296,66.78681414842194,,
5949,-27.975628699182998,66.26944997944665,,
5961,,,,
5964,-28.200044427781833,66.3520342358476,,
6002,,,,
6004,,,-33.97804997626891,34.990018500279156
6022,-25.93775619553169,66.55632585489332,,
6030,,,,
6031,,,-32.26472250538257,34.40607760248372
6037,,,,
6039,,,-28.12678048109956,36.967965902031786
6042,,,,
6045,,,-30.508965359911706,37.10845388990094
6049,,,,
6053,,,-31.599247343624786,36.34203388311624
6118,,,,
6123,-27.43507768495241,66.48781087148802,-30.951925014115037,35.47919230190879
6219,,,-30.980012817232637,34.581055820275765
6247,,,-30.744380372637394,33.76410318769657
6255,,,-29.81973021758445,33.25883870186477
6282,,,-30.854049655016635,32.88757859147709
6332,,,-30.252604036742316,32.32408397784629
6508,,,,
6552,-27.98050240284065,66.64096373562803,,
6618,,,-27.647790443864114,32.632507757289154
6722,-27.807241197957193,66.55962337540049,,
6787,-29.991653958053792,65.50275572417664,,
6813,-33.46296747138025,58.44377887362963,,
6826,-32.6662725609378,58.216728673039064,,
7008,,,,
7021,-29.1009831888834,61.16482050254168,,
7125,-29.10486022729892,61.166816351268885,,
7268,-28.30231923391344,66.39495575816765,,
7294,-26.52139523275895,66.63614083290602,,
7333,-23.05149184695212,68.65669567433935,,
7502,,,,
7645,-27.621374296599534,59.85899614608646,,
7710,-25.820191113927866,59.27662812956217,,
7827,-24.165761101103854,59.22648552323197,,
7840,-24.40697773226304,59.38715022924547,,
7918,-24.261423504732083,59.2775819366985,,
7931,-22.99405811437173,60.619522429024414,,
8009,,,,
8126,-21.587455462196377,60.38363939991652,,
8199,-21.706403160782067,60.47328628031137,,
8223,-21.80357989602024,60.513151085807806,,
8355,-23.283153454370332,60.66877289471263,,
8367,-21.15300449286355,60.922740716298506,,
8500,,,,
8676,-20.94013349714456,60.794531873916306,,
8727,-19.799364481035155,60.17503951991153,,
8767,-19.80332375173224,60.1780003152287,,
8822,-18.19966362009989,59.90371328224127,,
8831,-15.407411296518402,60.691702265290886,,
8874,-13.82864691230643,60.25446151706912,,
8959,-13.083068585034344,59.793582640618574,,
8970,,,-25.549398304860073,33.7627758113872
9000,-14.90345125594351,58.14540941171559,,
9011,-14.316609375487896,57.73534972129555,,
9060,-13.628997466891887,57.38853763227222,,
9063,,,-25.274556104858807,33.18513152905301
9175,,,-25.320041503725125,32.60884304278545
9195,-14.877409180115793,56.49440023721199,,
9212,,,-26.098852422678224,32.3339131059994
9236,,,-22.677971246472048,36.916521418356325
9241,,,-22.315963377215667,36.3909833708911
9277,,,-21.46816843767848,36.15485384759531
9375,-14.628778739992413,56.32469973959053,-21.77716584566652,35.663398586509764
9431,,,-22.707292267164615,35.566180885591706
9449,,,-21.466592824930558,35.828652807123156
9509,,,,
9559,-13.220742426562937,55.74280400092812,-21.301914583429117,35.3549749688498
9867,-12.50793980530172,55.244110901197274,,
9900,,,-22.319773484012234,35.43181557781072
9936,,,-21.40579883815446,35.4255098877468
9988,-12.493971276196534,55.23850543458303,,
10014,,,,
10066,-12.577255081727053,55.2405238206465,,
10079,-10.11194215771451,57.29620828826769,,
10157,-10.663329925515573,57.207436992870726,,
10339,-9.18574566965428,56.97381996543268,,
10352,-6.190625954353891,58.24579155085158,,
10417,-5.141710777464032,57.65772752404037,,
10443,-6.121550205950334,57.381499900644734,,
10508,,,,
10599,-4.016094794196252,56.44717341270667,,
10833,-4.186605900225405,56.61304027889148,,
10989,-2.806328802106145,56.28148853823451,,
11002,,,,
11028,-2.3842891233760746,56.43619873817347,,
11093,-1.5822288131408278,56.326148507259504,,
11171,-4.8312399172593725,54.61828511703303,,
11184,-3.6290762971524964,54.19295156146962,,
11249,-1.4291755187415403,54.0644997503291,,
11444,-5.5569089218086445,43.995863238220366,,
11505,,,,
11517,-5.847452151765756,43.83338629625144,,
11541,-5.406849877969071,45.00381090334712,,
11673,-5.112193956575066,44.982515711508086,,
11685,-5.229683770904958,45.045645110256345,,
11884,-2.3797145000772435,48.37062369487995,,
12005,-3.1749646370552362,48.41223284789207,,
12035,-3.1039087582725915,48.316879376226524,,
12075,-2.225614463404927,47.570614333574305,,
12130,-2.4561081882959117,47.23944363038746,,
12139,-2.023680699004035,47.273519933026364,,
12182,1.6320903162265312,52.93311662400835,,
12273,3.2363429604822884,51.93905981223323,,
12278,,,-20.606000038274214,35.33468591523038
12308,3.885045621067111,51.48313770198002,,
12319,4.090453786372964,51.224112814219225,,
12364,3.819208010919683,51.0780299148847,,
12371,,,-20.90177520354301,34.95121100678685
12443,,,-20.331837782514327,34.72491494168164
12498,4.2500223304893,50.691593094947066,,
12503,,,,
12511,5.642918817065947,50.45565915236032,,
12527,,,-20.502666900638317,34.33661409297284
12551,,,-18.844691272068303,35.64280460434364
12556,,,-18.706173838649153,35.25652321042489
12592,,,-18.717688274544503,34.871279993324286
12690,,,-18.689074953775258,34.49886024092799
12698,5.561367160082154,50.53175370456354,,
12746,,,-16.963177938513883,36.129987339358784
12764,,,-16.040636668100536,36.3261285289858
12874,,,-16.595387582485564,36.170091814921456
12885,6.5546244886299245,49.616779403289,,
13006,,,,
13072,7.259609051832522,49.92186934611362,,
13215,,,-16.006576065183616,36.247531040065795
13251,,,-15.072556626577862,35.634222840659255
13290,5.003638508115837,49.58232137918316,,
13381,4.458478966193216,49.6949702016008,,
13394,3.995598041159974,50.13747852794092,,
13472,3.6585638260198174,50.26077893895823,,
13511,,,,
13654,2.728185800219362,50.20437588055006,,
13758,3.9131398157202057,50.70982636144293,,
13901,4.3396108158477,50.36803671666324,,
13914,3.0775382144920878,51.29024117803204,,
14005,,,,
14148,3.0411226332452497,51.317099115302014,,
14304,5.559814066093822,52.49848166879811,,
14343,5.798758298466855,52.42714784235958,,
14408,3.962869520057866,50.775271395758416,,
14486,5.607999450462812,51.46357568739828,,
14499,4.861285715129925,51.54931189702807,,
14512,,,,
14564,2.575040377274854,50.165568335664716,,
14759,4.040931090129306,51.13565887890685,,
14784,2.6065757570846473,51.882025815704324,,
14861,5.286334130208706,51.86616599959536,,
14971,9.376086678443244,60.07646407740778,,
14982,8.207017317841528,60.25916040873214,,
15002,,,,
15162,8.556719632277964,60.321182713026786,,
15271,10.690421000275528,59.911106576199096,,
15298,9.3788703165052,60.69945898153927,,
15334,7.462568908304674,60.92069297146243,,
15383,9.201313451774185,62.01650940226324,,
15391,9.92860991931404,62.265542326475135,,
15500,,,,
15518,8.686653981830458,61.709557134742,,
15523,,,-16.29274914604146,35.419487531671734
15528,,,-14.265823905020952,37.08577789777306
15576,7.954526134633925,62.038131935269504,,
15626,8.029626161993948,61.99161785517679,-12.406323635114823,38.801228754522036
15722,,,-10.730380954100983,39.14069079289179
15788,5.32680755041074,59.87630361301033,,
15804,7.995379447565065,61.41041293970682,,
15825,,,-8.162992046048167,39.99109479461167
15855,,,-7.02327415900887,39.95247281166007
15861,,,-5.662777330611134,39.78953948734532
16001,,,-6.965875614724355,38.48307392160814
16009,10.990690294090308,61.36766390880088,-6.198122055308195,38.197546656075744
16018,,,-6.003717863002094,37.93492174592262
16028,11.672498397776508,61.19264597421528,,
16208,10.309561684681684,60.858904545770386,,
16218,,,-5.590843051673146,37.45674661788463
16405,12.11859118219989,62.22013710548621,,
16504,,,,
16548,,,-4.874275039719651,36.71215107445349
16584,,,-4.933769438030431,36.72002856274403
16636,11.664398254317348,61.148659533117105,,
16714,13.183851107841473,62.02723567973514,,
16727,13.55528752388258,61.90345981309586,,
16987,17.213230480819767,63.62960306588292,,
17013,15.857497128143732,64.03793785598303,,
17026,17.345560559352453,63.502370146003564,,
17260,16.38043728912744,64.35128210148908,,
17273,14.577955415589095,64.75535462759755,,
17494,14.432289589750871,64.89226207684841,,
17507,,,,
17650,13.424810895305418,65.79071568323162,,
17689,14.029792047031515,65.29535340979453,,
17754,13.331505932333238,65.87138746582615,,
17806,12.523463872988067,66.54256280896061,,
17845,13.095532940833655,66.00645976587644,,
18001,,,,
18105,11.486666054474627,66.99170602493592,,
18130,13.063448243574676,66.09506835197638,,
18142,13.83896291861587,65.74504127245106,,
18340,13.49165169093336,66.7421243778162,,
18500,,,,
18520,17.732236322670214,72.57505246678463,,
18539,16.694460719316123,72.22898761795555,,
18627,16.358609919431473,72.43454147227229,,
18651,18.585975536517655,72.91129564877754,,
18683,21.106391979786423,72.563094811664,,
18719,21.046310656713175,72.57099241617172,,
18732,19.97683891647248,72.39161530141993,,
18833,23.619341144298524,72.88938230998362,,
18838,22.707486014299064,72.58005603505359,,
18842,,,-4.802156541243894,36.87061798754561
18846,,,-3.3134608857228884,35.749330337843475
18936,21.453894378153347,69.60860237101252,-2.690547202132293,35.19513192006035
18997,,,-3.445475063068443,35.94024571059056
19003,,,,
19039,,,-1.3828404846397462,37.2072703377255
19123,25.3585128116158,72.0545897381417,,
19142,28.146846588409243,74.74316959330548,,
19168,,,1.7596289474627702,41.392569205799816
19198,,,1.7778767461999088,41.38740451948216
19212,,,4.914228853219538,42.982435893823904
19372,,,5.3650617219501875,42.87438976143403
19381,29.301509097415693,73.9738990855421,5.217108579985215,42.94710831423843
19431,28.961667480270116,74.35941640391259,,
19501,,,,
19571,,,5.986941369603738,43.533988678980165
19692,26.514303502302354,74.30614172239413,,
19758,24.938339608513488,74.64683499212956,,
19802,,,4.171052472593146,44.42041284084222
19970,,,5.426865454653162,44.66689030723007
20009,,,,
20022,21.853755071243942,74.6647637704162,,
20087,23.95124352006518,74.73031907137374,,
20113,23.838031985660056,74.82793247620872,,
20373,23.195957586538714,74.42677828079962,,
20399,20.58594664945427,74.55437185998358,,
20451,23.095241513917426,76.335053598802,,
20503,,,,
20620,23.18573322669996,76.30064723429668,,
20776,23.436762687558222,76.58211657421867,,
20854,22.073117723162433,74.97680724552632,,
20906,20.27956600889578,74.4966832582551,,
21010,19.045386229697762,75.29606437423702,,
21088,20.6011347117649,75.61722333077184,,
21127,22.64943241900779,75.89389470130733,,
21192,19.4912822843231,74.04181547242536,,
21478,23.271914295772294,76.97196113108104,,
21491,23.757822253086342,76.62129924385823,,
21503,,,,
21547,26.0801785697804,76.1066487072182,,
21678,28.9070415475608,75.12150731414083,,
21788,28.413321413038503,75.55284635708004,,
21834,,,4.93788233727857,45.14600952100434
21864,28.73251985519353,75.22058919810003,,
21892,29.08162151247423,74.83697646780226,,
21973,29.392111115236037,74.60231623704752,,
22006,,,,
22014,29.99705382688131,74.15660003386719,,
22046,27.079722259600384,75.19051324006162,,
22082,28.078213662107302,74.50497613206458,,
22209,27.629339470134873,74.65677145309317,,
22215,29.749360678713128,75.43075961046513,,
22220,,,5.813145146786119,44.517785379873644
22250,,,5.028984991951729,43.539588182687346
22322,29.02778377956507,74.80264869456998,,
22383,,,5.86974038569897,43.62593093198241
22401,29.32214624834043,74.5488289321592,,
22431,,,4.887495021364303,44.169071536379924
22445,26.962516824407793,70.30338719325697,,
22500,,,,
22506,,,5.057156479713158,44.04326700691704
22534,25.88274449547607,70.88468159577955,,
22565,,,5.35433863748156,43.690254761731396
22600,,,5.865942259838921,44.03013068161353
